Il,Ilce,Muhtarlik,Muhtar,Boylam,Enlem,Kaynak
Adana,Yüreğir,Doğankent Kışla,Selahaddin YİĞİT,35.3341,37.0209,https://www.icisleri.gov.tr/
Adana,Yüreğir,Düzce,Bekir AYDIN,35.479562,36.893312,https://www.icisleri.gov.tr/
Adana,Yüreğir,Eğriağaç,Hamza GÜLER,35.44943,36.776262,https://www.icisleri.gov.tr/
Adana,Yüreğir,Esenler,Hüseyin KEKÇE,35.495993,36.814613,https://www.icisleri.gov.tr/
Adana,Yüreğir,Eski Misis,Ekrem TANİŞER,35.62384497683785,36.957829950000004,https://www.icisleri.gov.tr/
Adana,Yüreğir,Gazipaşa,Yılmaz ALAKAŞ,35.320082,37.00688,https://www.icisleri.gov.tr/
Adana,Yüreğir,Geçitli  Cumhuriyet,Kadri DAYANAN,35.3453,36.984,https://www.icisleri.gov.tr/
Adana,Yüreğir,Gökçeli,Ömer KAYKAÇ,35.337024,36.755512,https://www.icisleri.gov.tr/
Adana,Yüreğir,Gümüşyazı,Sedat SÜREKLİ,35.1695,36.791016,https://www.icisleri.gov.tr/
Adana,Yüreğir,Güneşli,Murat KÜÇÜKALTUN,35.3479,36.9756,https://www.icisleri.gov.tr/
Adana,Yüreğir,GÜVELOĞLU,Mehmet BORLU,35.6004,36.8441,https://www.icisleri.gov.tr/
Adana,Yüreğir,Güzel Cumhuriyet,İzzet ALTANAY,35.3453,36.984,https://www.icisleri.gov.tr/
Adana,Yüreğir,Güzelevler,Hasan YEŞİL,35.4,36.9764,https://www.icisleri.gov.tr/
Adana,Yüreğir,Hacıali,Yusuf PAMUK,35.288998,36.80845,https://www.icisleri.gov.tr/
Adana,Yüreğir,Havraniye,Durmuş ÜNAL,35.6245489,36.9517723,https://www.icisleri.gov.tr/
Adana,Yüreğir,Havutlu,Yüksel YÜKSELENALEV,35.34248,36.925893,https://www.icisleri.gov.tr/
Adana,Yüreğir,Haydaroğlu,Şahap CANOĞULLARI,35.3423,36.9632,https://www.icisleri.gov.tr/
Adana,Yüreğir,Herekli,Halit ÜÇKARDEŞLER,35.53705,36.861841,https://www.icisleri.gov.tr/
Adana,Yüreğir,Irmakbaşı,Recai ÖZTECİK,35.232706,36.824004,https://www.icisleri.gov.tr/
Adana,Yüreğir,Kadıköy,Talat KADIKÖYLÜ,35.260106,36.762836,https://www.icisleri.gov.tr/
Adana,Yüreğir,Kamışlı,Hüseyin KAMIŞLI,35.389134,36.75432,https://www.icisleri.gov.tr/
Adana,Yüreğir,Karaahmetli,Fedai ŞENYUVA,35.185994,36.804357,https://www.icisleri.gov.tr/
Adana,Yüreğir,Karacaoğlan,Bahtiyar SAĞLAMDEMİREL,35.3706,37.0175,https://www.icisleri.gov.tr/
Adana,Yüreğir,KAŞLICA,Derviş YENER,35.6258,36.8738,https://www.icisleri.gov.tr/
Adana,Yüreğir,Kayarlı,Erdoğan KILIÇ,35.377453,36.889065,https://www.icisleri.gov.tr/
Adana,Yüreğir,Kazım Karabekir,Muzaffer BOLAT,35.3495,37.0093,https://www.icisleri.gov.tr/
Adana,Yüreğir,Kiremithane,Cumali BASKIN,35.373,37.0045,https://www.icisleri.gov.tr/
Adana,Yüreğir,Kışla,Ali KUBAT,35.3341,37.0209,https://www.icisleri.gov.tr/
Adana,Yüreğir,Köklüce,Aziz SARI,35.424739,36.940304,https://www.icisleri.gov.tr/
Adana,Yüreğir,Köprügözü,Ali KUYBEK,35.348333,36.747115,https://www.icisleri.gov.tr/
Adana,Yüreğir,Köprülü,Cihat TEMEL,35.3368,37.0131,https://www.icisleri.gov.tr/
Adana,Yüreğir,Koza,Yılmaz UÇAR,35.3725,36.9733,https://www.icisleri.gov.tr/
Adana,Yüreğir,Kütüklü,Kader KOYUNCU,35.521363,36.826944,https://www.icisleri.gov.tr/
Adana,Yüreğir,Levent,Karani OMPUT,35.3849,36.9786,https://www.icisleri.gov.tr/
Adana,Yüreğir,Mutlu,Ahmet KIZILYER,35.387274,37.003838,https://www.icisleri.gov.tr/
Adana,Yüreğir,Özgür,Erol KOCAMAN,35.3576,36.99,https://www.icisleri.gov.tr/
Adana,Yüreğir,Özler,Sinan BARCİN,35.5662027,36.9105375,https://www.icisleri.gov.tr/
Adana,Yüreğir,Paşaköy,Cuma ATAMAN,35.411117,36.812198,https://www.icisleri.gov.tr/
Adana,Yüreğir,Pekmezli,Celal GÜNGÖRDÜ,35.3683652,36.8415593,https://www.icisleri.gov.tr/
Adana,Yüreğir,Ptt Evleri,Ali İNCE,35.3733,37.0189,https://www.icisleri.gov.tr/
Adana,Yüreğir,Sağdıçlı,Ramazan POLAT,35.443951,36.844196,https://www.icisleri.gov.tr/
Adana,Yüreğir,Şahinağa,Ramazan Cengiz GÜRBÜZ,35.39956,36.80223,https://www.icisleri.gov.tr/
Adana,Yüreğir,Sakızlı,Nihat SERİNDAĞ,35.3062761,36.8245642,https://www.icisleri.gov.tr/
Adana,Yüreğir,Sarıçam,Servet ERKEK,35.3523,36.9938,https://www.icisleri.gov.tr/
Adana,Yüreğir,Sazak,Hüseyin TEKDEMİR,35.3568225,36.8179121,https://www.icisleri.gov.tr/
Adana,Yüreğir,Şehit Erkut Akbay,Selahattin KILIÇ,35.3746,36.9996,https://www.icisleri.gov.tr/
Adana,Yüreğir,Selahattin Eyyubi,Ahmet AKTAŞ,35.3709,37.0084,https://www.icisleri.gov.tr/
Adana,Yüreğir,Serinevler,Sait ANLAR,35.3623,37.0083,https://www.icisleri.gov.tr/
Adana,Yüreğir,Seyhan,Ersen BAHÇECİ,35.3332,36.9715,https://www.icisleri.gov.tr/
Adana,Yüreğir,Şeyhmurat,Alpay KÖYMEN,35.430574,36.859143,https://www.icisleri.gov.tr/
Adana,Yüreğir,Sinanpaşa,Arif PALALI,35.3452,36.9927,https://www.icisleri.gov.tr/
Adana,Yüreğir,Solaklı Cumhuriyet,Şehmus KILINÇ,35.3453,36.984,https://www.icisleri.gov.tr/
Adana,Yüreğir,Solaklı Hürriyet,Hüseyin ALAK,35.325149,36.97638,https://www.icisleri.gov.tr/
Adana,Yüreğir,Tahsilli,Mustafa AVCI,35.3596,37.0011,https://www.icisleri.gov.tr/
Adana,Yüreğir,Taşcı,Emrah ÜNSAL,35.3272269,36.8764834,https://www.icisleri.gov.tr/
Adana,Yüreğir,Ulubatlı Hasan,Hacı KÜÇÜKÖZEN,35.3826,37.0095,https://www.icisleri.gov.tr/
Adana,Yüreğir,Vayvaylı,Yusuf NURSOY,35.631508,36.901966,https://www.icisleri.gov.tr/
Adana,Yüreğir,Yahşiler,Ramazan ALTAN,35.4971,36.7921,https://www.icisleri.gov.tr/
Adana,Yüreğir,Yakapınar,Osman Gazi AKKUZU,35.615016,36.972754,https://www.icisleri.gov.tr/
Adana,Yüreğir,Yalnızca,Hayri BALIK,35.416547,36.773318,https://www.icisleri.gov.tr/
Adana,Yüreğir,Yamaçlı,Neşet MANAP,35.343,36.9778,https://www.icisleri.gov.tr/
Adana,Yüreğir,Yavuzlar,Yaşar UZUN,35.3463,37.0054,https://www.icisleri.gov.tr/
Adana,Yüreğir,Yenice,Cengiz YALÇINER,35.316179,36.745774,https://www.icisleri.gov.tr/
Adana,Yüreğir,Yenidoğan,Mehmet UZUNBİLEK,35.3926,36.9895,https://www.icisleri.gov.tr/
Adana,Yüreğir,Yeniköy,Faruk Yaşar UMAR,35.224463,36.784246,https://www.icisleri.gov.tr/
Adana,Yüreğir,Yerdelen,Aykut GÖKÇE,35.234118,36.827804,https://www.icisleri.gov.tr/
Adana,Yüreğir,Yeşilbağlar,Nurettin Ahmet KIRTAY,35.3622,36.9713,https://www.icisleri.gov.tr/
Adana,Yüreğir,Yukarıçiçekli,Mustafa GÜNDOĞDU,35.389008,36.917067,https://www.icisleri.gov.tr/
Adana,Yüreğir,Yunusemre,Şükrü TATLİ,35.567154,36.908037,https://www.icisleri.gov.tr/
Adana,Yüreğir,Yunusoğlu Cumhuriyet,Ceyhun DOĞAN,35.3453,36.984,https://www.icisleri.gov.tr/
Adana,Yüreğir,Yunusoğlu Hürriyet,Kemal SÜNDÜK,35.27939,36.815255,https://www.icisleri.gov.tr/
Adana,Yüreğir,Zağarlı,İbrahim DEMİR,35.367166,36.778336,https://www.icisleri.gov.tr/
Diyarbakir,Yenişehir,Al,Mehmet Selim TUNCAY,40.03506033675405,38.0711254,https://www.icisleri.gov.tr/
Diyarbakir,Yenişehir,Alangör,Ali YILMAZ,40.0001657,38.1079988,https://www.icisleri.gov.tr/
Diyarbakir,Yenişehir,Alpu,Ali YILMAZ,40.134277,38.048177,https://www.icisleri.gov.tr/
Diyarbakir,Yenişehir,Aziziye,Fahri PINAR,40.2019,37.9487,https://www.icisleri.gov.tr/
Diyarbakir,Yenişehir,Bahçelievler,Mehmet KARABOĞA,40.185975,38.02023,https://www.icisleri.gov.tr/
Diyarbakir,Yenişehir,Başil,İbrahim YAVUZ,40.187199,38.06326,https://www.icisleri.gov.tr/
Diyarbakir,Yenişehir,Bozek,Yusuf DALKILIÇ,40.0349423,38.0817703,https://www.icisleri.gov.tr/
Diyarbakir,Yenişehir,Çakmak,Askeri DEMİR,39.9501007,38.1339077,https://www.icisleri.gov.tr/
Diyarbakir,Yenişehir,Çelikevler,Mehmet KAYA,40.0961939,38.0299438,https://www.icisleri.gov.tr/
Diyarbakir,Yenişehir,Çimenler,Hasan ÇİMEN,40.1085202,38.0249235,https://www.icisleri.gov.tr/
Diyarbakir,Yenişehir,Cumhuriyet,Kasım SEYİTOĞLU,40.2138,37.9373,https://www.icisleri.gov.tr/
Diyarbakir,Yenişehir,Dicle,Vahit KELEKÇİER,40.2426,37.9207,https://www.icisleri.gov.tr/
Diyarbakir,Yenişehir,Dikentepe,Ahmet KARAHAN,39.9566834,38.134537,https://www.icisleri.gov.tr/
Diyarbakir,Yenişehir,Dökmetaş,Mustafa AKTAŞ,40.140078,38.018258,https://www.icisleri.gov.tr/
Diyarbakir,Yenişehir,Dokuzçeltik,İsmail KOYUN,40.181038,37.975385,https://www.icisleri.gov.tr/
Diyarbakir,Yenişehir,Dönümlü,Abdullah KAYMAK,40.221313,37.954866,https://www.icisleri.gov.tr/
Diyarbakir,Yenişehir,Ekinciler,Burhan İPEK,40.2210916,37.9180507,https://www.icisleri.gov.tr/
Diyarbakir,Yenişehir,Elidolu,Abdullah UYKUR,40.219901,37.968346,https://www.icisleri.gov.tr/
Diyarbakir,Yenişehir,Eser,Galip ESER,40.248494,38.047298,https://www.icisleri.gov.tr/
Diyarbakir,Yenişehir,Fabrika,Mehmet Ercan ERİNGİN,40.179,37.9659,https://www.icisleri.gov.tr/
Diyarbakir,Yenişehir,Feritköşkü,Mehmet Ali ŞENTÜRK,40.2378,37.9263,https://www.icisleri.gov.tr/
Diyarbakir,Yenişehir,Geyiktepe,Eşref ULU,40.0349423,38.0817703,https://www.icisleri.gov.tr/
Diyarbakir,Yenişehir,Gürdoğan,Remezan AKÇİÇEK,40.2216,37.9458,https://www.icisleri.gov.tr/
Diyarbakir,Yenişehir,Güvendere,Hamza KAYA,40.164716,38.019646,https://www.icisleri.gov.tr/
Diyarbakir,Yenişehir,Güvercinlik,Mahmut ADIGÜZEL,40.228287,38.005059,https://www.icisleri.gov.tr/
Diyarbakir,Yenişehir,Güzelköy,Halit ŞEKER,40.226193,38.02428,https://www.icisleri.gov.tr/
Diyarbakir,Yenişehir,Hantepe,Mehmet Emin BOZBOĞA,40.1710151,38.1016228,https://www.icisleri.gov.tr/
Diyarbakir,Yenişehir,İlbaş,Mehmet Sıddık KAYMAK,40.224045,38.08954,https://www.icisleri.gov.tr/
Diyarbakir,Yenişehir,Kesikağaç,Mehmet Şah BAL,40.222075,37.993839,https://www.icisleri.gov.tr/
Diyarbakir,Yenişehir,Kooperatifler,Abdulkadır AYDINLAR,40.217,37.9259,https://www.icisleri.gov.tr/
Diyarbakir,Yenişehir,Sanayi,Ahmet CEYLAN,40.1959,37.947,https://www.icisleri.gov.tr/
Diyarbakir,Yenişehir,Sancar,Mehmet Emin ATLI,40.153734,38.051696,https://www.icisleri.gov.tr/
Diyarbakir,Yenişehir,Sarıyatak,Mehmet Ali ATAŞ,40.0254312,38.0464869,https://www.icisleri.gov.tr/
Diyarbakir,Yenişehir,Şehitlik,Fahrettin GÜLER,40.2248,37.8982,https://www.icisleri.gov.tr/
Diyarbakir,Yenişehir,Sivritepe,Mustafa AKKOÇ,40.1840722,38.1194831,https://www.icisleri.gov.tr/
Diyarbakir,Yenişehir,Tanışık,Naif BUYRUK,40.238083,38.074569,https://www.icisleri.gov.tr/
Diyarbakir,Yenişehir,Üçkuyu,Şükrü DEMİREL,40.140914,37.969819,https://www.icisleri.gov.tr/
Diyarbakir,Yenişehir,Yaytaş,Zülfükar KARATAŞ,40.120529,38.0794167,https://www.icisleri.gov.tr/
Diyarbakir,Yenişehir,Yenişehir,Mehmet DEMİR,40.2304,37.9186,https://www.icisleri.gov.tr/
Diyarbakir,Yenişehir,Yolaltı,Mehmet Nuri BÖRTA,40.19938,37.95447,https://www.icisleri.gov.tr/
Diyarbakir,Yenişehir,Yukarınasırlar,Fikret ÖZBAYHAN,40.112225,38.045716,https://www.icisleri.gov.tr/
Diyarbakir,Yenişehir,Yüksek,Ömer AY,40.20102,38.027725,https://www.icisleri.gov.tr/
Diyarbakir,Sur,Abdaldede,Serkan GÜLER,40.2354,37.9095,https://www.icisleri.gov.tr/
Diyarbakir,Sur,Ağaçlıdere,Nusret BİNGÖL,40.3263825,38.1138136,https://www.icisleri.gov.tr/
Diyarbakir,Sur,Alabal,Mehmet TOY,40.5383624,38.0428679,https://www.icisleri.gov.tr/
Diyarbakir,Sur,Alcık,Mehmet KARAKAŞ,40.285198286089766,38.1746206,https://www.icisleri.gov.tr/
Diyarbakir,Sur,Alibardak,Erdal ERDEM,40.435007,38.1135287,https://www.icisleri.gov.tr/
Diyarbakir,Sur,Alipaşa,Abdulkadir SULAR,40.2311,37.9076,https://www.icisleri.gov.tr/
Diyarbakir,Sur,Arpaderesi,Abdulbaki POLAT,40.463482,38.1498913,https://www.icisleri.gov.tr/
Diyarbakir,Sur,Bağıvar,Mehmet İhsan TURAN,40.242436,37.919749,https://www.icisleri.gov.tr/
Diyarbakir,Sur,Bağpınar,Hakan GÜZELSOY,40.43892,38.0056,https://www.icisleri.gov.tr/
Diyarbakir,Sur,Bahçecik,Mehmet LALA,40.448311,37.891515,https://www.icisleri.gov.tr/
Diyarbakir,Sur,Baroğlu,Adnan YILDIZ,40.6413016,38.0869243,https://www.icisleri.gov.tr/
Diyarbakir,Sur,Beybulak,Mehmet YAKIŞIKLI,40.5503397,38.1077133,https://www.icisleri.gov.tr/
Diyarbakir,Sur,Bostanpınar,Azmi YİĞİT,40.3158855,38.0829551,https://www.icisleri.gov.tr/
Diyarbakir,Sur,Bozdemir,Medeni TOSUNLU,40.303368,37.836819,https://www.icisleri.gov.tr/
Diyarbakir,Sur,Büyükakören,Mustafa ASLAN,40.3512013,38.2154278,https://www.icisleri.gov.tr/
Diyarbakir,Sur,Büyükkadı,Yılmaz KEKLİK,40.294428,38.012327,https://www.icisleri.gov.tr/
Diyarbakir,Sur,Cami-İ Kebir,Cengiz EKİCİ,40.2348,37.9132,https://www.icisleri.gov.tr/
Diyarbakir,Sur,Cami-İ Nebi,İhsan YEŞİL,40.2353,37.9147,https://www.icisleri.gov.tr/
Diyarbakir,Sur,Çarıklı,Faysal GÜNGÜRÜR,40.2343011,37.8395593,https://www.icisleri.gov.tr/
Diyarbakir,Sur,Çataksu,,40.4532747,37.9758898,https://www.icisleri.gov.tr/
Diyarbakir,Sur,Çelikli,Ferman BERK,40.5097132,38.1260319,https://www.icisleri.gov.tr/
Diyarbakir,Sur,Cemal Yılmaz,Koçero TOPDEMİR,40.2378,37.9082,https://www.icisleri.gov.tr/
Diyarbakir,Sur,Cevatpaşa,Mehmet DEĞER,40.2411,37.9161,https://www.icisleri.gov.tr/
Diyarbakir,Sur,Çubuklu,Şeref GÜZEL,40.5104113,38.0547941,https://www.icisleri.gov.tr/
Diyarbakir,Sur,Dabanoğlu,Abdullah BABRAK,40.2395,37.9142,https://www.icisleri.gov.tr/
Diyarbakir,Sur,Dervişhasan,Vedat DOĞAN,40.4177614,38.0639698,https://www.icisleri.gov.tr/
Diyarbakir,Sur,Doğanlı,Mehmet BARAN,40.3267671,38.2322521,https://www.icisleri.gov.tr/
Diyarbakir,Sur,Doğuçanakçı,Cihan ÖZBAY,40.400785,37.920309,https://www.icisleri.gov.tr/
Diyarbakir,Sur,Dumrul,Mehmet TANRIVERDİ,40.3072307,38.2144659,https://www.icisleri.gov.tr/
Diyarbakir,Sur,Erimli,Ali KAYA,40.277309,38.033155,https://www.icisleri.gov.tr/
Diyarbakir,Sur,Eryolu,Selam KAYA,40.5513246,38.1459118,https://www.icisleri.gov.tr/
Diyarbakir,Sur,Esenbağ,Haci EKİN,40.393789,38.010448,https://www.icisleri.gov.tr/
Diyarbakir,Sur,Fatihpaşa,Fatih AÇİN,40.2429,37.9134,https://www.icisleri.gov.tr/
Diyarbakir,Sur,Fetih,Mustafa KORKMAZ,,,https://www.icisleri.gov.tr/
Diyarbakir,Sur,Fidanlar,Ahmet FİDAN,40.3691637,38.0684742,https://www.icisleri.gov.tr/
Diyarbakir,Sur,Gencan,Mahmut ÖĞMEN,40.271081,38.044912,https://www.icisleri.gov.tr/
Diyarbakir,Sur,Gölpınar,Mehmet CANDAN,40.356712,37.892649,https://www.icisleri.gov.tr/
Diyarbakir,Sur,Gültepe,Hasan ARSLAN,40.3839663,37.9306865,https://www.icisleri.gov.tr/
Diyarbakir,Sur,Hacıosmanköy,Ali İhsan ÇELİK,40.398382,37.896087,https://www.icisleri.gov.tr/
Diyarbakir,Sur,Harmanlar,,40.5463428,38.0797104,https://www.icisleri.gov.tr/
Diyarbakir,Sur,Hasırlı,Emrah USUN,40.2415,37.9093,https://www.icisleri.gov.tr/
Diyarbakir,Sur,Havacılar,Mehmet ÖZ,40.27886,37.995764,https://www.icisleri.gov.tr/
Diyarbakir,Sur,Hızırilyas,Cengiz BAYHAN,40.420808,37.870801,https://www.icisleri.gov.tr/
Diyarbakir,Sur,İskenderpaşa,Ali ÜRÜN,40.2318,37.9146,https://www.icisleri.gov.tr/
Diyarbakir,Sur,Kabasakal,Zeyneddin ÇİNAR,40.280111,37.777907,https://www.icisleri.gov.tr/
Diyarbakir,Sur,Kapaklıpınar,Behçet KOÇAK,40.4747058,37.9350692,https://www.icisleri.gov.tr/
Diyarbakir,Sur,Karabaş,Cavit YONTÜRK,40.320791,37.928054,https://www.icisleri.gov.tr/
Diyarbakir,Sur,Karaçalı,Fuat CÖMERT,40.317972,37.954434,https://www.icisleri.gov.tr/
Diyarbakir,Sur,Karacaören,Burhan ATLI,40.4054723,38.0854602,https://www.icisleri.gov.tr/
Diyarbakir,Sur,Karaçimen,Aydın SAMANCI,40.6103386,38.1485411,https://www.icisleri.gov.tr/
Diyarbakir,Sur,Kardeşler,Abdullah KALECİ,40.259158,37.971734,https://www.icisleri.gov.tr/
Diyarbakir,Sur,Karpuzlu,Abdulbaki ONUR,40.2663119,37.8329147,https://www.icisleri.gov.tr/
Diyarbakir,Sur,Karpuztepe,Ömer AKIŞ,40.457264,38.223022,https://www.icisleri.gov.tr/
Diyarbakir,Sur,Kartaltepe,Abdullah ALPHAN,40.4498823,37.8536131,https://www.icisleri.gov.tr/
Diyarbakir,Sur,Kavaklıbağ,Mustafa KURT,40.463482,38.1498913,https://www.icisleri.gov.tr/
Diyarbakir,Sur,Kayayolu,Yusuf POLAT,40.6021242,38.0842176,https://www.icisleri.gov.tr/
Diyarbakir,Sur,Kengerli,Aydın ALAKUŞ,40.4366901,38.0076084,https://www.icisleri.gov.tr/
Diyarbakir,Sur,Kervanpınar,Tacdin ÇİÇEK,40.405917,37.82432,https://www.icisleri.gov.tr/
Diyarbakir,Sur,Kırmasırt,Müslüm EVREN,40.280882,37.816363,https://www.icisleri.gov.tr/
Diyarbakir,Sur,Konacık,Sertif DEMİR,40.6384311,38.1193336,https://www.icisleri.gov.tr/
Diyarbakir,Sur,Köprübaşı,Esvet ÖZDAĞ,40.39063,37.993364,https://www.icisleri.gov.tr/
Diyarbakir,Sur,Köşk,Rıza AVCI,40.375194,38.045729,https://www.icisleri.gov.tr/
Diyarbakir,Sur,Koyungüden,Mehmet ÇETİNKAYA,40.3621659,38.0740361,https://www.icisleri.gov.tr/
Diyarbakir,Sur,Kozan,Resul DURMUŞ,40.299519,37.872693,https://www.icisleri.gov.tr/
Diyarbakir,Sur,Küçükakören,Zait ÇAKIR,40.3626476,38.1728652,https://www.icisleri.gov.tr/
Diyarbakir,Sur,Küçükkadı,Mirhat ÇEVİK,40.289478,37.966155,https://www.icisleri.gov.tr/
Diyarbakir,Sur,Kumluçat,Şeyhmus ÖZ,40.4721136,38.0774996,https://www.icisleri.gov.tr/
Diyarbakir,Sur,Kumrucak,Abdullah ÇERMO,40.4690571,38.0527427,https://www.icisleri.gov.tr/
Diyarbakir,Sur,Kuşburnu,Ersan DEMİR,40.363143,37.995509,https://www.icisleri.gov.tr/
Diyarbakir,Sur,Kuşlukbağı,Ali ÇELİK,40.359441,37.960311,https://www.icisleri.gov.tr/
Diyarbakir,Sur,Lalebey,Abdullah ÇELİK,40.2297,37.9098,https://www.icisleri.gov.tr/
Diyarbakir,Sur,Melikahmet,Ali KİZGİN,40.23,37.9123,https://www.icisleri.gov.tr/
Diyarbakir,Sur,Mermer,Ömer DİCLEHAN,40.463482,38.1498913,https://www.icisleri.gov.tr/
Diyarbakir,Sur,Mermer(mermeri),Mehmet BARAN,40.2857048,38.1164704,https://www.icisleri.gov.tr/
Diyarbakir,Sur,Nefirtaş,Nüsrettin ERDEM,40.3855158,38.2603912,https://www.icisleri.gov.tr/
Diyarbakir,Sur,ÖZEKLİ,Mustafa ATAŞOĞLU,40.3942895,38.2275901,https://www.icisleri.gov.tr/
Diyarbakir,Sur,Pınardüzü,Fuat DİLEK,40.371318,37.941636,https://www.icisleri.gov.tr/
Diyarbakir,Sur,Sağdıçlı,Mehmet KAYA,40.463482,38.1498913,https://www.icisleri.gov.tr/
Diyarbakir,Sur,Sapanca,Murat ARSLAN,40.3399636,38.1836924,https://www.icisleri.gov.tr/
Diyarbakir,Sur,Sarıkamış,Abdulmenaf KARAKAŞ,40.339633,38.053491,https://www.icisleri.gov.tr/
Diyarbakir,Sur,Sarılar,Mehmet Nur SARI,40.4307606,37.8177882,https://www.icisleri.gov.tr/
Diyarbakir,Sur,Sarıyazma,Hilmi LALE,40.461222,37.9260507,https://www.icisleri.gov.tr/
Diyarbakir,Sur,Sati,Metin ASLAN,40.35768,37.860205,https://www.icisleri.gov.tr/
Diyarbakir,Sur,Savaş,Abdurrahim TURHAN,40.2381,37.9114,https://www.icisleri.gov.tr/
Diyarbakir,Sur,Sayarlar,Ramazan ARSLAN,40.512901,38.082928,https://www.icisleri.gov.tr/
Diyarbakir,Sur,Soğanlı,Sedat YİĞİT,40.3097049,38.0966068,https://www.icisleri.gov.tr/
Diyarbakir,Sur,Süleyman Nazif,Salahattin YAVUZ,40.2358,37.9111,https://www.icisleri.gov.tr/
Diyarbakir,Sur,Süngüler,İsmail SÜNGÜ,40.264328,38.061486,https://www.icisleri.gov.tr/
Diyarbakir,Sur,Tanoğlu,Mürsel ŞENYİĞİT,40.27806,37.888373,https://www.icisleri.gov.tr/
Diyarbakir,Sur,Tezgeçer,Mehmet ALABALIK,40.4539813,37.952139,https://www.icisleri.gov.tr/
Diyarbakir,Sur,Yarımca,Maksut GÜNEŞ,40.3720124,38.0719394,https://www.icisleri.gov.tr/
